from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2024-07-05T23:26:00-07:00,2024-07-05T23:33:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.5517730712891,""effduration"":366,""intensity"":0,""pause_duration"":0,""steps"":535,""distance"":330.78778076172,""metcumul"":2.626825094223}",,2024-08-09T10:02:51-07:00
2024-07-06T18:14:00-07:00,2024-07-06T18:23:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.17590045929,""effduration"":474,""intensity"":0,""pause_duration"":0,""steps"":794,""distance"":490.92614746094,""metcumul"":2.8642764091492}",,2024-08-09T10:02:52-07:00
2024-07-07T17:23:00-07:00,2024-07-07T17:39:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":132.6736907959,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":6,""distance"":4.1100001335144,""metcumul"":9.1300001144409}",,2024-08-09T10:02:52-07:00
2024-07-07T20:06:00-07:00,2024-07-07T20:11:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.2600002288818,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":437,""distance"":288.44998168945,""metcumul"":17.340000152588}",,2024-08-09T10:02:52-07:00
2024-07-07T21:07:00-07:00,2024-07-07T21:23:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":15.920001029968,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":872,""distance"":557.65997314453,""metcumul"":37.410003662109}",,2024-08-09T10:02:53-07:00
2024-07-07T21:43:00-07:00,2024-07-07T21:55:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":99.505271911621,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":8,""distance"":4.7399997711182,""metcumul"":6.1700000762939}",,2024-08-09T10:02:53-07:00
2024-07-08T19:56:00-07:00,2024-07-08T20:03:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.362306594849,""effduration"":346,""intensity"":0,""pause_duration"":0,""steps"":639,""distance"":395.09042358398,""metcumul"":3.055383682251}",,2024-08-09T10:02:54-07:00
2024-07-08T20:16:00-07:00,2024-07-08T20:25:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.255619049072,""effduration"":479,""intensity"":0,""pause_duration"":0,""steps"":633,""distance"":391.38067626953,""metcumul"":2.4707415103912}",,2024-08-09T10:02:54-07:00
2024-07-09T17:46:03-07:00,2024-07-09T18:50:27-07:00,,,America/Los_Angeles,Zumba,"{""calories"":472.27618408203,""effduration"":2460,""intensity"":50,""hr_average"":119,""hr_min"":58,""hr_max"":169,""hr_zone_0"":482,""hr_zone_1"":926,""hr_zone_2"":1831,""hr_zone_3"":55,""device_startdate"":1720572363,""device_enddate"":1720576227,""pause_duration"":348,""steps"":1216,""distance"":834.35015869141,""metcumul"":74.039993286133}",,2024-07-09T21:23:04-07:00
2024-07-09T17:46:03-07:00,2024-07-09T18:50:27-07:00,,,America/Los_Angeles,Zumba,{},,2024-07-09T21:23:04-07:00
2024-07-13T13:53:00-07:00,2024-07-13T14:04:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":18.110000610352,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":929,""distance"":612.07995605469,""metcumul"":37.090000152588}",,2024-08-09T10:02:57-07:00
2024-07-13T16:55:00-07:00,2024-07-13T17:04:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.239999771118,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":658,""distance"":429.91000366211,""metcumul"":26.480001449585}",,2024-08-09T10:02:57-07:00
2024-07-13T17:16:00-07:00,2024-07-13T17:28:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":99.144859313965,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":6,""distance"":3.710000038147,""metcumul"":7.1199998855591}",,2024-08-09T10:02:57-07:00
2024-07-13T19:52:00-07:00,2024-07-13T20:00:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.6500005722046,""effduration"":419,""intensity"":0,""pause_duration"":0,""steps"":618,""distance"":404.69998168945,""metcumul"":21.23999786377}",,2024-08-09T10:02:58-07:00
2024-07-14T19:50:00-07:00,2024-07-14T20:00:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":82.620712280273,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":10,""distance"":7.5300002098083,""metcumul"":6.3000001907349}",,2024-08-09T10:02:59-07:00
2024-07-14T22:24:00-07:00,2024-07-14T22:38:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":115.66899871826,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":8,""distance"":5.9000000953674,""metcumul"":8.210000038147}",,2024-08-09T10:02:59-07:00
2024-07-16T19:51:00-07:00,2024-07-16T20:31:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":70.440002441406,""effduration"":2340,""intensity"":0,""hr_average"":117,""hr_min"":98,""hr_max"":135,""hr_zone_0"":0,""hr_zone_1"":1082,""hr_zone_2"":780,""hr_zone_3"":0,""pause_duration"":0,""steps"":3827,""distance"":2521.7297363281,""metcumul"":145.22998046875}",,2024-08-09T10:03:00-07:00
2024-07-21T20:17:00-07:00,2024-07-21T20:31:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":22.629999160767,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":1085,""distance"":706.06005859375,""metcumul"":46.689998626709}",,2024-08-09T10:03:02-07:00
2024-07-23T17:49:20-07:00,2024-07-23T18:54:38-07:00,,,America/Los_Angeles,Zumba,"{""calories"":477.14178466797,""effduration"":1860,""intensity"":50,""hr_average"":100,""hr_min"":46,""hr_max"":168,""hr_zone_0"":1178,""hr_zone_1"":1583,""hr_zone_2"":720,""hr_zone_3"":90,""device_startdate"":1721782160,""device_enddate"":1721786078,""pause_duration"":312,""steps"":905,""distance"":621.31994628906,""metcumul"":55.799999237061}",,2024-08-09T10:03:03-07:00
2024-07-23T17:49:20-07:00,2024-07-23T18:54:38-07:00,,,America/Los_Angeles,Zumba,{},,2024-07-25T13:08:28-07:00
2024-07-25T12:30:00-07:00,2024-07-25T12:40:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":82.620712280273,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":9,""distance"":6.0700001716614,""metcumul"":7.210000038147}",,2024-08-09T10:10:05-07:00
2024-07-28T13:42:00-07:00,2024-07-28T13:59:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":140.4552154541,""effduration"":600,""intensity"":0,""pause_duration"":0,""metcumul"":10}",,2024-08-09T10:10:07-07:00
2024-07-28T14:27:00-07:00,2024-07-28T14:32:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":4.7699995040894,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":256,""distance"":167.41999816895,""metcumul"":11}",,2024-08-09T10:10:07-07:00
2024-07-28T15:47:00-07:00,2024-07-28T15:55:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.039999961853,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":664,""distance"":456.10003662109,""metcumul"":26.159999847412}",,2024-08-09T10:10:07-07:00
2024-07-28T20:04:00-07:00,2024-07-28T20:17:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":107.40692901611,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":111,""distance"":79.75,""metcumul"":12.590000152588}",,2024-08-09T10:10:08-07:00
2024-07-30T17:49:10-07:00,2024-07-30T18:51:55-07:00,,,America/Los_Angeles,Zumba,"{""calories"":458.50915527344,""effduration"":1980,""intensity"":50,""hr_average"":121,""hr_min"":58,""hr_max"":161,""hr_zone_0"":344,""hr_zone_1"":1054,""hr_zone_2"":1823,""hr_zone_3"":124,""device_startdate"":1722386950,""device_enddate"":1722390715,""pause_duration"":318,""steps"":325,""distance"":229.8999786377,""metcumul"":41.51000213623}",,2024-08-09T10:10:09-07:00
2024-07-30T17:49:10-07:00,2024-07-30T18:51:55-07:00,,,America/Los_Angeles,Zumba,{},,2024-07-30T18:53:29-07:00
2024-07-31T21:40:00-07:00,2024-07-31T21:45:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":5.3081994056702,""effduration"":254,""intensity"":0,""pause_duration"":0,""steps"":299,""distance"":184.87017822266,""metcumul"":2.3101034164429}",,2024-08-09T10:10:10-07:00
2024-07-31T22:06:00-07:00,2024-07-31T22:13:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.314597129822,""effduration"":349,""intensity"":0,""pause_duration"":0,""steps"":581,""distance"":359.22933959961,""metcumul"":2.8527588844299}",,2024-08-09T10:10:11-07:00
2024-08-01T20:03:00-07:00,2024-08-01T20:15:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.848001480103,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":889,""distance"":588.11999511719,""metcumul"":37.379001617432}",,2024-08-10T22:38:21-07:00
2024-08-02T20:02:00-07:00,2024-08-02T20:33:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":41.109996795654,""effduration"":1800,""intensity"":0,""pause_duration"":0,""steps"":2239,""distance"":1444.4300537109,""metcumul"":93.059997558594}",,2024-08-10T22:38:22-07:00
2024-08-06T17:56:24-07:00,2024-08-06T18:45:11-07:00,,,America/Los_Angeles,Zumba,"{""calories"":357.18408203125,""effduration"":1440,""intensity"":50,""hr_average"":98,""hr_min"":40,""hr_max"":147,""hr_zone_0"":946,""hr_zone_1"":1383,""hr_zone_2"":566,""hr_zone_3"":0,""device_startdate"":1722992184,""device_enddate"":1722995111,""pause_duration"":6,""steps"":459,""distance"":318.70001220703,""metcumul"":36.249996185303}",,2024-08-07T00:46:41-07:00
2024-08-06T17:56:24-07:00,2024-08-06T18:45:11-07:00,,,America/Los_Angeles,Zumba,{},,2024-08-07T00:46:41-07:00
2024-08-08T18:57:00-07:00,2024-08-08T19:02:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.079999923706,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":501,""distance"":353.80999755859,""metcumul"":19.619998931885}",,2024-08-10T22:38:24-07:00
2024-08-08T19:07:57-07:00,2024-08-08T20:00:03-07:00,,,America/Los_Angeles,Yoga,"{""calories"":269.27166748047,""effduration"":420,""intensity"":19,""manual_distance"":59.938045501709,""manual_calories"":473.71868896484,""hr_average"":93,""hr_min"":56,""hr_max"":120,""hr_zone_0"":488,""hr_zone_1"":2577,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1723169277,""device_enddate"":1723172403,""pause_duration"":6,""steps"":23,""distance"":16.740001678467,""metcumul"":7.539999961853}","{""end_coordinate_latitude"":33.956932,""end_coordinate_longitude"":-117.332084,""region_center_latitude"":33.956773,""region_center_longitude"":-117.332077,""span_latitude_delta"":0.000316,""span_longitude_delta"":0.000122,""start_coordinate_latitude"":33.956783,""start_coordinate_longitude"":-117.332138,""avg_speed"":1.57184,""distance"":59.938045,""max_speed"":4.70761,""min_speed"":0.002807}",2024-08-08T20:12:23-07:00
2024-08-08T19:07:57-07:00,2024-08-08T20:00:03-07:00,,,America/Los_Angeles,Other,{},,2024-08-08T20:09:34-07:00
2024-08-08T20:31:00-07:00,2024-08-08T20:39:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.469999313354,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":756,""distance"":506.45999145508,""metcumul"":29.809997558594}",,2024-08-10T22:38:24-07:00
2024-08-09T12:54:00-07:00,2024-08-09T13:09:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":21.939998626709,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":1114,""distance"":770.10998535156,""metcumul"":46.100002288818}",,2024-08-16T13:28:07-07:00
2024-08-09T16:06:00-07:00,2024-08-09T16:15:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":15.040000915527,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":748,""distance"":507.11999511719,""metcumul"":30.120000839233}",,2024-08-16T13:28:08-07:00
2024-08-11T18:51:00-07:00,2024-08-11T19:03:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":99.215492248535,""effduration"":660,""intensity"":0,""pause_duration"":0,""metcumul"":11}",,2024-08-25T21:10:56-07:00
2024-08-17T20:12:00-07:00,2024-08-17T20:22:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":800,""distance"":522.89996337891,""metcumul"":28.969997406006}",,2024-08-24T22:18:51-07:00
2024-08-18T17:12:00-07:00,2024-08-18T17:18:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":7.4099998474121,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":474,""distance"":317.69000244141,""metcumul"":15.930000305176}",,2024-08-24T22:18:52-07:00
2024-08-19T18:54:00-07:00,2024-08-19T19:01:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.329998970032,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":621,""distance"":421.80999755859,""metcumul"":25.010000228882}",,2024-08-24T22:18:53-07:00
2024-08-19T19:02:00-07:00,2024-08-19T19:16:00-07:00,,,America/Los_Angeles,Swimming,"{""calories"":102.36975097656,""effduration"":0,""hr_average"":137,""hr_min"":113,""hr_max"":173,""hr_zone_0"":0,""hr_zone_1"":120,""hr_zone_2"":471,""hr_zone_3"":126,""pause_duration"":0,""laps"":0,""mvts"":0,""pool_length"":25,""type"":9}",,2024-08-24T22:18:53-07:00
2024-08-19T19:02:49-07:00,2024-08-19T20:03:14-07:00,,,America/Los_Angeles,Zumba,"{""calories"":441.77423095703,""effduration"":3360,""intensity"":50,""hr_average"":134,""hr_min"":83,""hr_max"":186,""hr_zone_0"":9,""hr_zone_1"":720,""hr_zone_2"":2285,""hr_zone_3"":521,""device_startdate"":1724119369,""device_enddate"":1724122994,""pause_duration"":15,""steps"":4071,""distance"":2870.4099121094,""metcumul"":169.19906616211}",,2024-08-24T22:18:53-07:00
2024-08-19T19:02:49-07:00,2024-08-19T20:03:14-07:00,,,America/Los_Angeles,Zumba,{},,2024-08-19T20:04:51-07:00
2024-08-21T19:49:00-07:00,2024-08-21T20:25:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":64.540000915527,""effduration"":2040,""intensity"":0,""pause_duration"":0,""steps"":3379,""distance"":2239.6096191406,""metcumul"":130.98001098633}",,2024-08-24T22:18:55-07:00
2024-08-27T11:21:00-07:00,2024-08-27T11:27:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":8.8200006484985,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":449,""distance"":305.60000610352,""metcumul"":18.790000915527}",,2024-09-10T14:51:52-07:00
2024-08-29T12:19:00-07:00,2024-08-29T12:32:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.359998703003,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":946,""distance"":644.90997314453,""metcumul"":37.500003814697}",,2024-09-10T14:51:53-07:00
2024-08-29T14:27:00-07:00,2024-08-29T14:42:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":18.890001296997,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":972,""distance"":642.61999511719,""metcumul"":41.850002288818}",,2024-09-10T14:51:53-07:00
2024-08-29T15:52:00-07:00,2024-08-29T16:02:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.179998397827,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":876,""distance"":603.21002197266,""metcumul"":35.240001678467}",,2024-09-10T14:51:54-07:00
2024-09-02T19:15:00-07:00,2024-09-02T19:32:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":33.459999084473,""effduration"":1020,""intensity"":0,""pause_duration"":0,""steps"":1769,""distance"":1171.4899902344,""metcumul"":68.090003967285}",,2024-09-10T15:05:13-07:00
2024-09-03T18:12:07-07:00,2024-09-03T19:12:18-07:00,,,America/Los_Angeles,Zumba,"{""calories"":439.75473022461,""effduration"":2400,""intensity"":50,""hr_average"":108,""hr_min"":57,""hr_max"":171,""hr_zone_0"":859,""hr_zone_1"":1446,""hr_zone_2"":988,""hr_zone_3"":174,""device_startdate"":1725412327,""device_enddate"":1725415938,""pause_duration"":6,""steps"":1198,""distance"":800.35998535156,""metcumul"":73.73999786377}",,2024-09-10T15:05:14-07:00
2024-09-03T18:12:07-07:00,2024-09-03T19:12:18-07:00,,,America/Los_Angeles,Zumba,{},,2024-09-03T19:12:41-07:00
2024-09-05T15:45:00-07:00,2024-09-05T16:00:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.329999923706,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":890,""distance"":609.55004882812,""metcumul"":39.100002288818}",,2024-09-11T11:50:17-07:00
2024-09-09T14:57:00-07:00,2024-09-09T15:09:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":99.144859313965,""effduration"":540,""intensity"":0,""pause_duration"":0,""metcumul"":9}",,2024-10-11T14:51:41-07:00
2024-09-10T11:25:00-07:00,2024-09-10T11:30:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.6300001144409,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":330,""distance"":232.92999267578,""metcumul"":13.560000419617}",,2024-10-11T18:55:31-07:00
2024-09-10T13:49:00-07:00,2024-09-10T13:59:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":82.620712280273,""effduration"":300,""intensity"":0,""pause_duration"":0,""metcumul"":5}",,2024-10-11T18:55:31-07:00
2024-09-15T15:25:00-07:00,2024-09-15T15:40:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":123.93106842041,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":62,""distance"":44.51000213623,""metcumul"":8.6800003051758}",,2024-10-11T22:26:50-07:00
2024-09-15T18:30:00-07:00,2024-09-15T18:39:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":18.960000991821,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":873,""distance"":549.47998046875,""metcumul"":37.029998779297}",,2024-10-11T22:26:51-07:00
2024-09-21T17:49:00-07:00,2024-09-21T18:00:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":17.479999542236,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":944,""distance"":614.08996582031,""metcumul"":36.930000305176}",,2024-10-11T22:26:53-07:00
2024-09-22T14:02:00-07:00,2024-09-22T14:19:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":29.590003967285,""effduration"":1020,""intensity"":0,""pause_duration"":0,""steps"":1553,""distance"":1038.9299316406,""metcumul"":61.419998168945}",,2024-10-11T22:26:54-07:00
2024-09-22T16:10:00-07:00,2024-09-22T16:27:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":27.430000305176,""effduration"":900,""intensity"":0,""pause_duration"":0,""steps"":1431,""distance"":963.13012695312,""metcumul"":56.180000305176}",,2024-10-11T22:26:54-07:00
2024-09-23T16:02:00-07:00,2024-09-23T16:12:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.960000038147,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":711,""distance"":489.7200012207,""metcumul"":29.440000534058}",,2024-10-11T22:26:55-07:00
2024-09-23T18:48:00-07:00,2024-09-23T19:01:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":18.39999961853,""effduration"":720,""intensity"":0,""pause_duration"":0,""steps"":916,""distance"":646.01007080078,""metcumul"":38.650001525879}",,2024-10-11T22:26:55-07:00
2024-09-24T18:48:00-07:00,2024-09-24T18:58:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.779999732971,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":703,""distance"":449.0700378418,""metcumul"":28.690000534058}",,2024-10-11T22:26:56-07:00
2024-09-26T15:25:00-07:00,2024-09-26T15:33:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.119999885559,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":605,""distance"":418.53997802734,""metcumul"":24.420000076294}",,2024-10-11T22:26:57-07:00
2024-09-26T16:10:00-07:00,2024-09-26T16:19:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":14.249999046326,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":709,""distance"":500.05001831055,""metcumul"":28.669998168945}",,2024-10-11T22:26:57-07:00
2024-09-29T14:56:00-07:00,2024-09-29T15:07:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":91.116691589355,""effduration"":360,""intensity"":0,""pause_duration"":0,""metcumul"":6}",,2024-10-12T21:16:02-07:00
